1 star,2 stars,3 stars,4 stars,5 stars,avg_rating,product_id,review_count,total_ratings,target
5,4,0,3,9,3.3,2097483,21,21,0
1,0,1,0,4,4.0,2225753,6,6,0
13,11,23,31,36,3.6,1781475,114,114,1
20,25,24,70,228,4.3,1009109,367,367,0
11,14,3,15,44,3.8,1911072,87,87,0
0,1,0,3,4,4.3,1977537,8,8,0
58,29,42,54,166,3.7,2041598,349,349,0
1,0,0,1,1,3.3,2152601,3,3,0
0,0,0,2,8,4.8,1687003,10,10,0
13,7,27,55,256,4.5,1323153,358,358,0
18,16,19,44,230,4.4,1639855,327,327,0
21,13,25,57,244,4.4,1289693,360,360,0
1,2,3,0,7,3.8,1875038,13,13,0
68,46,83,240,1870,4.6,1236843,2307,2307,0
70,64,83,255,932,4.4,1098821,1404,1404,0
127,157,216,677,2994,4.5,1073063,4171,4171,0
302,204,290,558,1075,3.8,1229384,2429,2429,0
10,8,20,23,112,4.3,1941277,173,173,0
25,16,18,63,314,4.4,1310572,436,436,0
46,71,90,152,316,3.9,1451418,675,675,0
68,62,103,196,839,4.3,1704436,1268,1268,0
17,25,28,55,169,4.1,1622075,294,294,0
13,14,8,13,25,3.3,1873330,73,73,1
16,10,11,19,71,3.9,1899475,127,127,0
3,1,5,11,19,4.1,1978386,39,39,0
18,11,8,25,89,4.0,1575265,151,151,0
0,1,1,1,0,3.0,2257285,3,3,0
461,604,877,2183,6941,4.3,2172310,11066,11066,0
62,92,118,230,819,4.3,1925577,1321,1321,0
98,104,148,342,1460,4.4,2223089,2152,2152,0
63,112,156,298,729,4.1,1925841,1358,1358,0
261,173,126,149,341,3.1,2094548,1050,1050,0
111,145,133,213,665,3.9,2173367,1267,1267,0
111,119,165,357,984,4.1,2037596,1736,1736,0
56,71,111,308,1207,4.4,1900315,1753,1753,0
25,16,28,93,331,4.4,2137834,493,493,0
2,2,0,2,15,4.2,2247450,21,21,0
191,206,303,1055,3000,4.4,1247204,4755,4755,0
163,206,350,770,2686,4.3,2209344,4175,4175,0
190,214,357,1117,2634,4.3,1810787,4512,4512,0
33,36,90,382,1060,4.5,2044477,1601,1601,0
17,34,52,173,348,4.3,2246841,624,624,0
31,29,30,73,271,4.2,1833532,434,434,0
158,216,323,678,1152,4.0,1686211,2527,2527,0
55,61,89,317,811,4.3,1317650,1333,1333,0
10,1,4,6,10,3.2,2252179,31,31,0
53,52,66,69,305,4.0,2113934,545,545,0
14,18,27,56,209,4.3,2103596,324,324,0
13,41,188,777,1026,4.4,2040871,2045,2045,0
127,85,101,246,843,4.1,2199370,1402,1402,0
44,64,80,180,457,4.1,1727338,825,825,0
49,47,41,82,305,4.0,1697440,524,524,0
135,132,213,373,618,3.8,1779099,1471,1471,0
241,316,443,1150,2654,4.2,2086866,4804,4804,0
85,107,161,482,1181,4.3,870519,2016,2016,0
104,121,151,395,755,4.0,1345206,1526,1526,0
6,27,25,64,175,4.3,2228443,297,297,0
127,157,216,677,2994,4.5,1073063,4171,4171,0
39,30,61,90,198,3.9,2118115,418,418,0
53,43,50,49,141,3.5,2037778,336,336,0
122,137,133,387,996,4.1,1307388,1775,1775,0
58,70,67,117,224,3.7,1317775,536,536,0
15,6,35,196,393,4.5,2176444,645,645,0
4,5,5,5,39,4.2,1897123,58,58,0
159,149,174,268,524,3.7,1833888,1274,1274,0
29,25,52,127,338,4.3,1626969,571,571,0
154,150,184,420,840,3.9,2086809,1748,1748,0
10,12,15,68,189,4.4,2102135,294,294,0
34,51,63,121,288,4.0,1887447,557,557,0
34,45,79,194,548,4.3,2194009,900,900,0
35,49,80,213,323,4.1,472597,700,700,0
1,3,3,5,13,4.0,2034775,25,25,0
5,18,43,137,123,4.1,2196871,326,326,0
24,53,145,481,618,4.2,2169860,1321,1321,0
41,40,45,85,242,4.0,1885631,453,453,0
25,34,22,48,98,3.7,1968981,227,227,0
46,71,90,152,316,3.9,1451418,675,675,0
20,21,29,38,141,4.0,1840461,249,249,0
25,19,20,19,82,3.7,1732296,165,165,0
12,15,17,47,94,4.1,1948207,185,185,0
34,36,22,33,94,3.5,1971928,219,219,0
1,4,1,15,43,4.5,1425727,64,64,0
8,3,8,21,42,4.0,1835503,82,82,0
18,29,42,119,239,4.2,685891,447,447,0
3,1,5,11,19,4.1,1978386,39,39,0
18,11,11,27,66,3.8,1648518,133,133,0
5,5,6,29,61,4.3,2139632,106,106,0
7,12,7,12,39,3.8,2071819,77,77,0
72,72,85,169,189,3.6,1192889,587,587,0
4,2,0,12,18,4.1,2139574,36,36,0
19,19,26,27,87,3.8,2211977,178,178,0
21,9,17,68,98,4.0,2119758,213,213,0
1,0,1,0,4,4.0,2142131,6,6,0
1,6,3,9,31,4.3,1975184,50,50,0
3,0,1,2,9,3.9,2194090,15,15,0
9,13,15,30,84,4.1,1956796,151,151,0
304,313,481,1175,2646,4.1,2086783,4919,4919,1
4,3,4,11,40,4.3,2071280,62,62,0
6,3,2,5,43,4.3,1726405,59,59,0
30,20,17,42,107,3.8,2086833,216,216,1
1,1,3,4,11,4.2,1673441,20,20,0
5,6,9,11,35,4.0,1776236,66,66,0
3,6,7,10,34,4.1,469254,60,60,0
34,43,79,158,416,4.2,1341098,730,730,0
0,3,6,5,8,3.8,1862515,22,22,0
5,6,4,8,10,3.4,1751916,33,33,1
11,14,11,24,69,4.0,1732221,129,129,0
3,1,4,3,4,3.3,2213866,15,15,0
1,0,0,0,2,3.7,1975119,3,3,0
4,2,1,6,22,4.1,1901479,35,35,0
1,0,2,1,5,4.0,1950500,9,9,0
2,0,0,0,2,3.0,1926542,4,4,0
59,32,41,94,538,4.3,1908458,764,764,0
89,55,49,103,387,3.9,1823657,683,683,0
30,8,12,33,91,3.8,1927714,174,174,0
67,32,54,170,586,4.3,1262575,909,909,0
9,8,9,14,41,3.9,2152114,81,81,0
41,16,16,62,253,4.2,1633106,388,388,0
25,17,17,35,64,3.6,1886027,158,158,0
3,1,1,0,12,4.0,2207215,17,17,0
1,2,0,0,8,4.1,2073518,11,11,0
0,0,0,0,2,5.0,2264323,2,2,0
26,32,24,30,42,3.2,2225845,154,154,0
28,32,86,289,1337,4.6,1890615,1772,1772,0
9,16,23,25,49,3.7,2144632,122,122,1
0,0,0,0,1,5.0,2031730,1,1,0
1,1,0,2,7,4.2,2143477,11,11,0
0,2,2,4,9,4.2,1707504,17,17,0
4,15,12,47,136,4.4,1953835,214,214,0
8,6,27,77,279,4.5,1849686,397,397,0
9,5,20,70,102,4.2,1849439,206,206,0
24,28,100,345,599,4.3,1664267,1096,1096,0
6,3,21,18,93,4.3,2244564,141,141,0
10,7,13,43,73,4.1,2129922,146,146,0
726,710,1093,2989,9003,4.3,1890623,14521,14521,0
136,158,337,1044,3380,4.5,1900083,5055,5055,0
31,35,59,68,380,4.3,2012748,573,573,0
455,359,558,1969,5950,4.4,1296060,9291,9291,0
0,1,0,3,9,4.5,2245835,13,13,0
15,26,34,120,342,4.4,1858042,537,537,0
10,16,32,44,172,4.3,1853548,274,274,0
22,32,44,102,325,4.3,2116879,525,525,0
7,5,5,11,65,4.3,1750165,93,93,0
52,63,113,283,1146,4.5,2178283,1657,1657,0
179,246,367,823,2646,4.3,2173714,4261,4261,0
37,38,65,91,318,4.1,2148690,549,549,0
44,36,134,379,589,4.2,2198620,1182,1182,0
44,37,64,188,865,4.5,1965524,1198,1198,0
49,68,154,928,2881,4.6,2026664,4080,4080,0
136,158,337,1044,3380,4.5,1807791,5055,5055,0
7,15,25,31,315,4.6,2187953,393,393,0
87,95,157,339,1441,4.4,2156487,2119,2119,0
23,38,123,379,590,4.3,2067544,1153,1153,0
1,2,13,79,248,4.7,2104354,343,343,0
6,2,3,16,50,4.3,2149193,77,77,0
11,13,11,36,154,4.4,1797539,225,225,0
81,135,212,565,1684,4.4,1888759,2677,2677,0
70,106,204,1008,4010,4.6,1906544,5398,5398,0
9,4,13,26,148,4.5,1987171,200,200,0
0,0,0,0,1,5.0,2273373,1,1,0
24,20,35,77,145,4.0,1764406,301,301,1
139,133,195,418,1324,4.2,2001576,2209,2209,0
382,398,434,877,1798,3.9,2036408,3889,3889,0
45,54,136,665,2010,4.6,1778794,2910,2910,0
27,49,59,125,519,4.4,2121234,779,779,0
2,3,9,4,13,3.7,2244606,31,31,0
20,32,42,113,315,4.3,2062446,522,522,0
85,90,157,477,1724,4.4,1827633,2533,2533,0
7,12,14,108,354,4.6,2184745,495,495,0
29,36,59,155,706,4.5,1905603,985,985,0
50,96,167,565,1665,4.5,2148385,2543,2543,0
42,62,151,560,1062,4.4,1963495,1877,1877,1
24,39,63,169,1017,4.6,2036044,1312,1312,0
171,157,269,518,856,3.9,1738913,1971,1971,0
2,0,3,7,46,4.6,2203511,58,58,0
193,202,267,741,2059,4.2,2101103,3462,3462,0
4,2,9,12,37,4.2,2209062,64,64,0
25,30,53,100,390,4.3,2108157,598,598,0
83,112,257,902,1719,4.3,1888312,3073,3073,0
32,37,51,157,487,4.3,1962695,764,764,0
57,63,110,203,412,4.0,2115343,845,845,1
113,126,173,419,1583,4.3,2029023,2414,2414,0
93,133,260,696,2219,4.4,1719251,3401,3401,0
2,3,8,15,50,4.4,2116739,78,78,0
8,11,46,210,452,4.5,1963941,727,727,0
23,19,36,160,525,4.5,1450121,763,763,0
0,0,0,1,13,4.9,2119105,14,14,0
17,19,17,24,56,3.6,2226736,133,133,0
34,48,88,260,1522,4.6,1637685,1952,1952,0
17,20,24,105,455,4.5,1589233,621,621,0
3,6,8,20,109,4.5,2107464,146,146,0
8,5,14,30,119,4.4,1921204,176,176,0
154,134,161,420,1429,4.2,1395243,2298,2298,0
2,8,12,28,74,4.3,2197663,124,124,0
11,20,54,192,425,4.4,2182855,702,702,0
7,8,8,8,55,4.1,2116895,86,86,0
66,48,30,57,148,3.5,1940022,349,349,0
4,14,24,30,161,4.4,2005759,233,233,0
0,2,5,8,58,4.7,2198984,73,73,0
6,5,7,14,82,4.4,2226173,114,114,0
32,36,139,634,1293,4.5,1855402,2134,2134,0
14,12,23,37,167,4.3,1919729,253,253,0
186,141,203,534,1472,4.2,1789403,2536,2536,0
1,1,1,8,17,4.4,1967595,28,28,1
7,12,14,108,354,4.6,2183622,495,495,1
5,9,14,26,61,4.1,2066207,115,115,0
9,16,23,25,49,3.7,2144632,122,122,1
14,20,24,61,201,4.3,2068336,320,320,0
25,54,93,318,802,4.4,1478585,1292,1292,0
3,0,3,13,56,4.6,2104727,75,75,0
11,12,18,35,104,4.2,2028223,180,180,1
3,13,4,37,152,4.5,1743509,209,209,0
25,15,11,31,100,3.9,1805563,182,182,1
1,3,4,3,6,3.6,2053379,17,17,1
36,67,84,234,673,4.3,1845577,1094,1094,0
12,11,16,25,78,4.0,2197705,142,142,0
8,17,24,109,189,4.3,1875467,347,347,0
37,38,75,405,1236,4.5,1850619,1791,1791,0
13,10,6,13,55,3.9,2126068,97,97,0
137,142,224,539,966,4.0,1389048,2008,2008,0
0,0,0,0,3,5.0,2246213,3,3,0
1,0,1,3,9,4.4,2225548,14,14,0
12,14,24,95,267,4.4,1865419,412,412,0
0,1,22,106,233,4.6,2232320,362,362,0
2,1,5,8,52,4.6,1920420,68,68,0
136,124,125,264,552,3.8,1884022,1201,1201,0
25,45,82,315,730,4.4,302190,1197,1197,0
18,13,25,35,104,4.0,2091593,195,195,0
22,7,15,36,104,4.0,2040640,184,184,0
10,11,9,18,53,3.9,2218022,101,101,0
36,30,37,87,236,4.1,2055549,426,426,0
8,7,40,253,628,4.6,1892835,936,936,0
5,3,7,14,48,4.3,2139491,77,77,1
1,0,5,11,46,4.6,2197903,63,63,0
36,57,119,282,865,4.4,1783380,1359,1359,0
26,28,28,51,163,4.0,2114296,296,296,0
3,4,15,35,197,4.6,1989979,254,254,0
11,10,20,67,162,4.3,2038560,270,270,0
12,15,12,29,147,4.3,2064293,215,215,0
5,6,30,117,216,4.4,1960541,374,374,0
2,3,2,8,73,4.7,2088573,88,88,0
0,0,2,1,13,4.7,2130649,16,16,0
7,8,21,56,235,4.5,1972157,327,327,0
14,16,30,75,202,4.3,1651546,337,337,0
2,6,12,17,64,4.3,1797562,101,101,0
49,21,26,40,109,3.6,2036515,245,245,0
2,4,4,25,64,4.5,2225894,99,99,0
0,0,0,3,28,4.9,2197630,31,31,0
14,32,48,76,207,4.1,2212025,377,377,0
354,369,367,529,1015,3.6,1851476,2634,2634,0
2,3,2,15,54,4.5,2144616,76,76,1
5,12,17,42,139,4.4,1846450,215,215,0
12,15,30,61,275,4.5,1911817,393,393,0
23,44,47,149,357,4.2,2058469,620,620,0
2,1,1,3,24,4.5,2050060,31,31,0
12,2,5,10,21,3.5,2237758,50,50,0
12,6,20,25,65,4.0,2151348,128,128,0
17,22,49,151,328,4.3,1483296,567,567,0
14,20,40,100,318,4.4,1287580,492,492,0
4,5,9,5,23,3.8,2239226,46,46,0
16,21,66,319,715,4.5,2029254,1137,1137,0
23,14,23,88,256,4.3,1958917,404,404,0
3,2,5,17,71,4.5,2074789,98,98,0
7,6,12,54,176,4.5,1780857,255,255,0
3,1,1,2,23,4.4,2229250,30,30,0
28,31,26,59,118,3.8,1812965,262,262,0
3,3,8,6,49,4.4,2176667,69,69,0
1,2,5,9,35,4.4,2202232,52,52,0
45,54,136,665,2010,4.6,1829696,2910,2910,0
13,16,25,68,131,4.1,1674787,253,253,0
1,0,0,2,5,4.3,2104966,8,8,0
0,0,0,4,21,4.8,2185577,25,25,0
43,28,41,88,380,4.3,2009512,580,580,0
41,45,62,159,570,4.3,2026847,877,877,1
7,9,11,43,121,4.4,1783794,191,191,0
2,1,2,7,17,4.2,2216489,29,29,0
0,2,5,6,19,4.3,2169324,32,32,0
8,6,6,3,25,3.6,2022382,48,48,0
1,5,5,10,18,4.0,2117083,39,39,0
10,21,34,70,232,4.3,1818277,367,367,0
6,3,6,6,14,3.5,2171700,35,35,0
3,4,4,3,26,4.1,2228930,40,40,0
0,0,0,4,30,4.9,2177210,34,34,0
1,1,4,4,22,4.4,1978253,32,32,0
0,3,3,2,14,4.2,2159135,22,22,0
1,1,5,7,26,4.4,1964246,40,40,0
2,2,0,3,17,4.3,1750066,24,24,0
14,11,18,17,75,3.9,2063766,135,135,0
7,6,4,11,40,4.0,2143873,68,68,0
2,4,4,9,14,3.9,1813757,33,33,0
0,1,1,6,14,4.5,2182558,22,22,0
1,1,5,26,115,4.7,2136166,148,148,0
1,0,0,5,20,4.7,2228773,26,26,0
1,0,1,1,7,4.3,2197234,10,10,0
0,1,8,6,16,4.2,2234235,31,31,0
1,1,1,2,16,4.5,2069466,21,21,0
2,3,2,3,8,3.7,2217271,18,18,0
9,9,7,29,106,4.3,1968577,160,160,0
6,9,8,10,14,3.4,1965128,47,47,1
2,0,3,13,30,4.4,2178432,48,48,0
1,0,2,4,17,4.5,1779875,24,24,1
0,0,1,1,5,4.6,2233781,7,7,0
1,0,0,4,14,4.6,2115384,19,19,0
6,11,16,41,65,4.1,1648328,139,139,0
1,4,5,15,32,4.3,2094290,57,57,0
17,12,10,6,60,3.8,2065258,105,105,0
23,38,45,98,287,4.2,1881432,491,491,0
17,8,15,16,34,3.5,1993963,90,90,0
0,1,0,1,1,3.7,2200053,3,3,0
27,53,88,198,348,4.1,1899533,714,714,0
1,2,4,8,15,4.1,2083418,30,30,0
35,39,38,83,143,3.8,1897354,338,338,0
5,3,2,7,48,4.4,2088060,65,65,0
173,155,131,259,520,3.6,1439397,1238,1238,0
19,43,168,628,1252,4.4,1972611,2110,2110,0
28,22,33,63,107,3.8,1540590,253,253,0
8,8,12,19,66,4.1,2064855,113,113,0
6,3,9,9,21,3.8,2068203,48,48,0
2,5,4,14,50,4.4,2156875,75,75,0
6,8,5,28,60,4.2,1814037,107,107,1
6,9,52,223,419,4.5,2136042,709,709,0
4,3,8,15,7,3.5,1879733,37,37,1
24,31,42,81,293,4.2,1740091,471,471,0
34,30,33,23,81,3.4,2028272,201,201,0
1,6,6,11,33,4.2,1673144,57,57,0
33,26,38,59,99,3.6,1613116,255,255,0
5,1,1,1,0,1.8,2219996,8,8,0
1,5,5,15,54,4.4,1860055,80,80,0
0,2,6,6,40,4.6,1901339,54,54,1
0,3,3,5,25,4.4,1902527,36,36,0
0,0,0,0,7,5.0,2225647,7,7,0
4,4,5,8,21,3.9,2101129,42,42,0
2,9,6,12,70,4.4,1618248,99,99,0
13,23,19,29,81,3.9,1677459,165,165,0
8,2,2,2,10,3.2,2184109,24,24,0
0,0,2,10,37,4.7,2111177,49,49,0
0,0,1,1,7,4.7,2158186,9,9,0
3,1,1,3,7,3.7,2121085,15,15,0
6,14,55,253,247,4.3,2068096,575,575,0
0,2,1,4,19,4.5,1821693,26,26,0
38,42,60,196,341,4.1,1904192,677,677,0
8,6,7,11,22,3.6,2084325,54,54,1
2,0,0,0,9,4.3,2017358,11,11,0
2,4,10,7,28,4.1,2061190,51,51,0
5,10,14,6,22,3.5,1966183,57,57,0
2,1,2,5,5,3.7,1908631,15,15,1
198,143,117,180,370,3.4,1899699,1008,1008,1
0,0,4,1,10,4.4,2131936,15,15,0
2,3,5,11,34,4.3,1783786,55,55,0
1,1,0,3,5,4.0,2071215,10,10,0
3,6,4,5,6,3.2,2125169,24,24,0
1,0,0,1,14,4.7,2132769,16,16,0
1,0,0,0,2,3.7,2198943,3,3,0
163,120,104,139,244,3.2,1958776,770,770,0
3,0,0,0,3,3.0,2110633,6,6,0
1,4,1,3,20,4.3,1945336,29,29,0
4,1,3,6,9,3.7,1935857,23,23,0
11,10,17,67,117,4.2,2032258,222,222,0
0,1,0,0,5,4.5,2131258,6,6,0
2,1,5,5,8,3.8,2179208,21,21,0
0,0,1,0,2,4.3,2185486,3,3,0
4,8,8,19,18,3.7,1860212,57,57,0
1,0,1,0,2,3.5,2158152,4,4,0
0,0,1,3,15,4.7,1970805,19,19,1
18,13,17,21,45,3.5,2031656,114,114,0
0,1,0,2,12,4.7,2072874,15,15,0
0,0,0,1,1,4.5,2185494,2,2,0
8,5,7,3,9,3.0,2120053,32,32,0
1,0,2,1,11,4.4,1967280,15,15,0
1,1,2,1,3,3.5,1753243,8,8,1
1,0,4,7,17,4.3,1950542,29,29,0
1,4,4,7,10,3.8,1950146,26,26,0
8,5,8,15,75,4.3,2026839,111,111,0
0,0,0,1,8,4.9,1938448,9,9,0
0,1,0,1,0,3.0,2185460,2,2,0
1,2,5,3,26,4.4,1752997,37,37,1
1,1,1,4,12,4.3,1965334,19,19,0
0,0,2,3,5,4.3,2187235,10,10,0
1,0,1,6,8,4.3,1967371,16,16,0
1,0,1,0,8,4.4,2202315,10,10,0
6,5,9,12,74,4.3,1599109,106,106,0
3,5,5,13,27,4.1,1553890,53,53,0
2,4,4,13,12,3.8,1972322,35,35,0
1,0,0,2,5,4.3,2104966,8,8,0
3,5,1,1,4,2.9,2157634,14,14,0
0,1,1,1,2,3.8,1850254,5,5,0
2,3,3,7,9,3.8,2078509,24,24,0
1,0,3,2,7,4.1,1956010,13,13,0
0,4,1,3,12,4.2,1830314,20,20,0
7,1,8,17,40,4.1,1733575,73,73,0
3,0,5,6,16,4.1,1986330,30,30,0
1,1,2,5,7,4.0,1913920,16,16,0
41,43,52,106,156,3.7,1777663,398,398,0
29,18,30,47,81,3.6,1674191,205,205,0
1,1,0,1,1,3.0,2068690,4,4,0
114,158,405,1018,7263,4.7,2156578,8958,8958,0
155,229,517,2058,9034,4.6,980995,11993,11993,0
36,66,115,402,2082,4.6,1668995,2701,2701,0
7,15,25,31,315,4.6,2187953,393,393,0
58,70,125,254,897,4.3,2171668,1404,1404,0
26,55,76,190,582,4.3,1596402,929,929,0
87,95,219,756,2036,4.4,1991231,3193,3193,0
33,41,52,144,758,4.5,1961655,1028,1028,0
4,8,9,26,209,4.7,2180743,256,256,0
56,40,71,272,1054,4.5,2093565,1493,1493,0
5,6,12,15,82,4.4,2047207,120,120,0
12,13,23,34,137,4.2,2242840,219,219,0
34,35,58,197,430,4.3,2003002,754,754,0
154,134,161,420,1429,4.2,1395243,2298,2298,0
12,13,23,34,137,4.2,2165207,219,219,0
3,1,8,6,92,4.7,2221315,110,110,0
6,5,7,14,82,4.4,2226173,114,114,0
0,0,0,0,7,5.0,2222800,7,7,0
100,119,212,355,478,3.8,1900554,1264,1264,0
14,20,24,61,201,4.3,2068336,320,320,0
22,45,157,622,1299,4.5,2078020,2145,2145,0
16,29,59,209,815,4.6,1821446,1128,1128,0
22,7,15,36,104,4.0,2040640,184,184,0
36,30,37,87,236,4.1,2055549,426,426,0
2,9,7,11,14,3.6,2116457,43,43,0
20,26,39,62,411,4.5,1918713,558,558,0
3,4,15,35,197,4.6,1989979,254,254,0
4,1,1,4,27,4.3,2217032,37,37,0
117,89,161,288,413,3.7,1493998,1068,1068,0
6,3,6,19,82,4.4,2085736,116,116,1
23,44,47,149,357,4.2,2058469,620,620,0
2,1,1,3,24,4.5,2050060,31,31,0
9,4,15,42,80,4.2,2185866,150,150,0
23,14,23,88,256,4.3,1958917,404,404,0
12,20,47,108,377,4.5,902205,564,564,0
73,62,47,82,157,3.4,1688621,421,421,1
7,14,26,51,133,4.3,1845692,231,231,0
17,22,29,47,121,4.0,1352533,236,236,0
3,10,7,8,15,3.5,2252237,43,43,0
41,45,62,159,570,4.3,2026847,877,877,1
10,27,41,91,254,4.3,2094357,423,423,0
5,3,3,16,18,3.9,1675164,45,45,1
1,1,2,1,21,4.5,2204063,26,26,0
4,2,23,115,251,4.5,2172096,395,395,0
34,43,92,338,1193,4.5,1151026,1700,1700,0
2,5,6,14,64,4.5,2023471,91,91,0
29,30,40,95,301,4.2,1873355,495,495,0
8,4,4,20,36,4.0,1935576,72,72,1
11,9,5,19,40,3.8,2122703,84,84,0
14,11,18,17,75,3.9,2063766,135,135,0
4,9,10,19,50,4.1,2170033,92,92,0
13,4,11,40,91,4.2,1482538,159,159,0
1,3,1,4,30,4.5,2230498,39,39,0
0,3,5,14,135,4.8,2067841,157,157,0
1,6,7,8,42,4.3,2130169,64,64,0
0,0,0,0,7,5.0,2222800,7,7,0
5,3,2,7,48,4.4,2088060,65,65,0
37,43,57,163,361,4.2,1894393,661,661,0
6,5,9,11,31,3.9,2200624,62,62,0
14,26,37,54,145,4.1,1787159,276,276,0
0,2,6,5,45,4.6,2215762,58,58,0
10,3,3,2,22,3.6,1842269,40,40,0
1,0,2,2,22,4.6,2045698,27,27,0
0,0,6,17,89,4.7,2061711,112,112,0
